"1939-09","5","348"
"1939-10","3","351"
"1939-11","1","352"
"1940-01","1","353"
"1940-02","3","356"
"1940-03","1","357"
"1940-04","2","359"
"1940-05","1","360"
"1940-06","1","361"
"1940-07","2","363"
"1940-09","1","364"
"1940-10","4","368"
"1941-02","4","372"
"1941-03","1","373"
"1941-04","4","377"
"1941-05","2","379"
"1941-06","1","380"
"1941-08","2","382"
"1941-09","1","383"
"1941-11","2","385"
"1941-12","4","389"
"1942-04","1","390"
"1942-05","2","392"
"1942-06","5","397"
"1942-07","1","398"
"1942-08","3","401"
"1942-11","1","402"
"1943-04","2","404"
"1943-05","1","405"
"1943-07","2","407"
"1943-09","3","410"
"1943-10","1","411"
"1943-11","1","412"
"1943-12","1","413"
"1944-01","1","414"
"1944-02","1","415"
"1944-03","1","416"
"1944-04","1","417"
"1944-06","1","418"
"1944-07","1","419"
"1944-08","1","420"
"1944-09","1","421"
"1944-10","2","423"
"1944-11","1","424"
"1945-03","2","426"
"1945-04","2","428"
"1945-06","1","429"
"1945-07","1","430"
"1945-08","1","431"
"1945-09","2","433"
"1945-10","1","434"
"1945-11","1","435"
"1945-12","3","438"
"1946-01","4","442"
"1946-02","1","443"
"1946-03","2","445"
"1946-04","2","447"
"1946-05","1","448"
"1946-06","2","450"
"1946-08","3","453"
"1946-09","1","454"
"1947-01","1","455"
"1947-02","2","457"
"1947-03","1","458"
"1947-04","1","459"
"1947-05","2","461"
"1947-07","1","462"
"1947-08","2","464"
"1947-10","1","465"
"1947-11","3","468"
"1947-12","1","469"
"1948-02","1","470"
"1948-03","3","473"
"1948-04","1","474"
"1948-05","1","475"
"1948-08","1","476"
"1948-11","1","477"
"1948-12","1","478"
"1949-02","2","480"
"1949-04","2","482"
"1949-09","1","483"
"1950-02","1","484"
"1950-04","3","487"
"1950-06","1","488"
"1950-07","1","489"
"1950-08","1","490"
"1950-11","1","491"
"1950-12","3","494"
"1951-03","4","498"
"1951-04","2","500"
"1951-05","2","502"
"1951-06","3","505"
"1951-09","2","507"
"1951-11","1","508"
"1952-01","2","510"
"1952-02","2","512"
"1952-04","3","515"
"1952-05","1","516"
"1952-06","2","518"
"1952-08","1","519"
"1952-09","1","520"
"1952-10","1","521"
"1952-11","4","525"
"1952-12","2","527"
"1953-03","2","529"
"1953-04","3","532"
"1953-05","1","533"
"1953-06","1","534"
"1953-10","2","536"
"1953-11","3","539"
"1953-12","3","542"
"1954-01","2","544"
"1954-02","1","545"
"1954-03","2","547"
"1954-04","1","548"
"1954-05","1","549"
"1954-07","2","551"
"1954-08","2","553"
"1954-09","1","554"
"1954-10","2","556"
"1955-01","2","558"
"1955-04","2","560"
"1955-09","1","561"
"1955-10","2","563"
"1955-12","2","565"
"1956-01","2","567"
"1956-02","1","568"
"1956-03","2","570"
"1956-07","3","573"
"1956-10","1","574"
"1956-12","2","576"
"1957-01","3","579"
"1957-03","1","580"
"1957-06","1","581"
"1957-07","1","582"
"1957-08","1","583"
"1957-10","1","584"
"1957-11","2","586"
"1957-12","1","587"
"1958-02","1","588"
"1958-03","2","590"
"1958-04","1","591"
"1958-05","1","592"
"1958-06","3","595"
"1958-07","1","596"
"1958-08","2","598"
"1958-11","2","600"
"1959-01","1","601"
"1959-02","2","603"
"1959-03","1","604"
"1959-05","1","605"
"1959-06","2","607"
"1959-07","2","609"
"1959-10","1","610"
"1959-11","4","614"
"1959-12","1","615"
"1960-01","1","616"
"1960-02","1","617"
"1960-03","3","620"
"1960-06","1","621"
"1960-07","1","622"
"1960-08","1","623"
"1960-09","2","625"
"1960-10","2","627"
"1960-11","1","628"
"1960-12","1","629"
"1961-01","1","630"
"1961-03","3","633"
"1961-06","2","635"
"1961-07","1","636"
"1961-08","1","637"
"1961-10","1","638"
"1962-02","2","640"
"1962-06","1","641"
"1962-08","1","642"
"1962-11","1","643"
"1962-12","2","645"
"1963-01","1","646"
"1963-02","1","647"
"1963-03","1","648"
"1963-05","2","650"
"1963-08","2","652"
"1963-09","2","654"
"1963-11","1","655"
"1964-01","2","657"
"1964-03","1","658"
"1964-04","4","662"
"1964-05","1","663"
"1964-06","2","665"
"1964-07","5","670"
"1964-08","1","671"
"1964-09","1","672"
"1964-10","2","674"
"1965-02","1","675"
"1965-04","1","676"
"1965-05","2","678"
"1965-08","1","679"
"1965-09","1","680"
"1965-12","1","681"
"1966-01","1","682"
"1966-04","4","686"
"1966-06","1","687"
"1966-08","1","688"
"1966-09","2","690"
"1966-10","1","691"
"1966-11","5","696"
"1966-12","3","699"
"1967-02","1","700"
"1967-03","1","701"
"1967-04","1","702"
"1967-05","2","704"
"1967-06","1","705"
"1967-07","1","706"
"1967-08","1","707"
"1967-09","1","708"
"1967-10","1","709"
"1967-11","1","710"
"1968-01","2","712"
"1968-05","2","714"
"1968-07","1","715"
"1968-08","1","716"
"1968-09","1","717"
"1968-10","1","718"
"1969-01","2","720"
"1969-02","3","723"
"1969-03","1","724"
"1969-05","2","726"
"1969-07","1","727"
"1969-11","1","728"
"1969-12","2","730"
"1970-04","2","732"
"1970-06","1","733"
"1970-09","2","735"
"1970-11","1","736"
"1970-12","1","737"
"1971-01","2","739"
"1971-03","1","740"
"1971-05","2","742"
"1971-06","1","743"
"1971-07","2","745"
"1971-08","2","747"
"1971-10","1","748"
"1971-11","1","749"
"1972-01","2","751"
"1972-04","3","754"
"1972-06","3","757"
"1972-07","1","758"
"1972-10","1","759"
"1973-01","2","761"
"1973-02","2","763"
"1973-03","1","764"
"1973-04","1","765"
"1973-05","2","767"
"1973-06","1","768"
"1973-08","1","769"
"1973-09","2","771"
"1973-10","2","773"
"1973-11","2","775"
"1974-01","2","777"
"1974-04","3","780"
"1974-05","1","781"
"1974-06","1","782"
"1974-07","3","785"
"1974-10","1","786"
"1974-12","2","788"
"1975-01","1","789"
"1975-02","2","791"
"1975-03","1","792"
"1975-04","1","793"
"1975-05","3","796"
"1975-06","1","797"
"1975-07","1","798"
"1975-09","2","800"
"1975-11","1","801"
"1975-12","2","803"
"1976-01","2","805"
"1976-02","1","806"
"1976-04","2","808"
"1976-05","2","810"
"1976-08","2","812"
"1976-09","1","813"
"1976-10","3","816"
"1976-12","3","819"
"1977-01","4","823"
"1977-02","2","825"
"1977-03","1","826"
"1977-04","3","829"
"1977-05","2","831"
"1977-06","1","832"
"1977-07","2","834"
"1977-10","1","835"
"1978-01","1","836"
"1978-04","1","837"
"1978-05","1","838"
"1978-06","1","839"
"1978-08","1","840"
"1978-10","1","841"
"1978-12","2","843"
"1979-01","1","844"
"1979-05","1","845"
"1979-06","2","847"
"1979-07","1","848"
"1979-08","1","849"
"1979-09","3","852"
"1979-10","1","853"
"1979-12","2","855"
"1980-01","1","856"
"1980-02","2","858"
"1980-03","2","860"
"1980-04","1","861"
"1980-08","1","862"
"1980-09","1","863"
"1980-11","4","867"
"1980-12","1","868"
"1981-01","1","869"
"1981-02","1","870"
"1981-04","1","871"
"1981-05","1","872"
"1981-06","1","873"
"1981-08","2","875"
"1981-09","1","876"
"1981-10","3","879"
"1982-03","1","880"
"1982-04","1","881"
"1982-06","1","882"
"1982-08","4","886"
"1982-09","1","887"
"1982-10","1","888"
"1982-12","1","889"
"1983-03","1","890"
"1983-04","1","891"
"1983-07","1","892"
"1983-10","1","893"
"1983-11","2","895"
"1984-01","1","896"
"1984-03","1","897"
"1984-05","1","898"
"1984-06","2","900"
"1984-07","2","902"
"1984-10","2","904"
"1984-11","1","905"
"1984-12","2","907"
"1985-01","2","909"
"1985-02","2","911"
"1985-03","2","913"
"1985-09","2","915"
"1985-12","2","917"
"1986-01","1","918"
"1986-02","1","919"
"1986-03","2","921"
"1986-04","1","922"
"1986-08","1","923"
"1986-11","2","925"
"1986-12","1","926"
"1987-03","1","927"
"1987-05","2","929"
"1987-07","1","930"
"1987-09","1","931"
"1987-10","2","933"
"1987-11","2","935"
"1988-04","2","937"
"1988-05","2","939"
"1988-07","1","940"
"1988-08","1","941"
"1988-09","2","943"
"1988-10","1","944"
"1988-11","1","945"
"1988-12","1","946"
"1989-02","1","947"
"1989-03","1","948"
"1989-07","1","949"
"1990-01","2","951"
"1990-02","2","953"
"1990-03","1","954"
"1990-04","2","956"
"1990-05","1","957"
"1990-07","1","958"
"1990-08","1","959"
"1990-09","1","960"
"1990-10","1","961"
"1990-12","2","963"
"1991-01","1","964"
"1991-02","1","965"
"1991-04","2","967"
"1991-05","1","968"
"1991-06","1","969"
"1991-08","1","970"
"1991-09","1","971"
"1991-10","2","973"
"1991-11","1","974"
